377;1
161;1
351;1
118;1
44;1
1392;1
3355;1
58;1
3422;1
250;1
249;1
2427;1
3414;1
1590;1
1;1392
1;637
1;1520
1;44
1;1881
1;3422
1;3421
1;3418
1;3402
1;250
1;249
1;2427
1;3414
1;1590
1;3355
1;2305
375;2
114;2
249;2
1009;2
13;5
904;5
49;6
15;6
295;6
104;6
6;1395
6;49
6;295
111;7
191;7
7;85
7;111
7;1064
7;191
2336;8
88;10
245;11
88;11
96;11
647;11
19;11
85;11
58;11
125;11
292;12
288;12
44;12
125;12
484;12
458;12
351;12
904;12
12;27
12;484
12;292
12;458
12;904
12;826
651;13
13;1394
13;651
13;68
7335;15
246;15
605;15
3447;15
766;15
1074;15
558;15
2436;15
1396;15
3410;15
1590;15
2293;15
2434;15
906;15
1906;15
905;15
2426;15
824;15
7386;15
85;15
47;15
15;98
15;953
15;114
15;104
15;605
15;337
15;498
15;1894
15;1386
15;2436
15;897
15;1202
15;766
15;1074
15;1590
15;230
15;87
15;3451
15;2437
15;3443
15;3448
15;1396
15;3447
15;2287
15;7325
15;2434
15;2433
15;3442
15;3382
15;3439
15;2432
15;1075
15;1390
15;1599
15;1906
15;3438
15;2422
15;604
15;906
15;2431
15;902
15;1905
15;3437
15;653
15;179
15;3434
15;7310
15;3433
15;88
15;234
15;95
15;3410
15;3430
15;3431
15;1208
15;1904
15;3427
15;2428
15;1903
15;6921
15;3091
15;3286
15;7369
15;764
15;905
15;2312
15;1393
15;2426
15;3407
15;984
15;832
15;375
15;824
15;7335
15;7330
15;7321
15;3372
15;7312
15;3428
15;400
15;19
15;47
15;85
15;7368
15;7366
15;7393
15;3369
15;1249
15;200
15;31
15;469
15;7562
15;113
292;19
85;19
33;19
88;19
95;19
1368;19
43;19
3364;19
125;19
1590;19
1392;19
19;164
19;85
19;43
19;1368
19;1392
19;27
88;20
24;22
295;22
22;295
88;24
125;24
24;88
24;125
24;98
24;288
125;26
2336;26
26;125
125;29
85;29
249;29
30;245
87;31
2336;31
118;32
32;118
2369;34
36;34
351;34
249;34
3362;34
34;2369
34;36
34;351
34;249
2436;35
2293;35
281;35
1894;35
7335;35
7369;35
1590;35
1597;35
824;35
85;35
35;3441
35;7384
35;279
35;85
49;36
85;36
3368;36
207;36
249;36
95;36
36;207
36;3368
36;249
36;95
43;171
249;44
49;44
163;44
58;44
44;49
44;249
44;163
44;58
82;49
1064;49
290;49
49;120
49;82
49;290
125;53
53;3417
103;58
249;58
1590;58
58;110
58;288
58;103
58;171
58;1589
58;3411
58;1590
58;145
58;92
526;59
63;899
953;64
2436;64
766;64
7335;64
114;64
98;64
3406;64
824;64
498;64
1074;64
1590;64
246;64
375;64
64;7335
64;3406
64;766
64;2429
64;2430
64;902
64;279
64;3409
125;68
207;73
73;207
288;82
351;82
120;82
904;82
3416;82
179;82
376;82
88;82
82;351
82;120
82;904
82;3416
82;179
82;376
250;85
249;85
320;85
3415;85
291;85
288;85
164;85
7335;85
238;85
246;85
88;85
173;85
192;85
375;85
337;85
2336;85
85;250
85;171
85;249
85;320
85;291
85;288
85;3415
85;238
85;246
85;1570
85;173
85;375
85;2336
7386;86
7335;86
1074;86
87;86
766;86
164;86
337;86
281;86
1906;86
498;86
1590;86
246;86
86;94
86;114
86;98
86;7335
86;897
86;87
86;2336
86;3440
86;3444
86;246
86;906
86;337
86;1906
86;164
86;558
86;352
86;7386
86;469
86;145
86;7369
269;87
288;88
88;288
88;164
88;185
207;92
526;92
92;207
92;526
111;93
93;111
93;3412
7335;94
233;94
114;94
605;94
1074;94
98;94
651;94
94;233
94;766
94;337
94;2336
94;498
526;95
2410;95
125;95
95;526
95;2410
95;288
95;125
125;96
605;96
126;96
499;96
141;96
906;96
491;96
96;125
96;141
96;3425
96;498
3451;98
281;98
126;98
233;98
1597;98
906;98
1074;98
1590;98
375;98
98;114
98;233
98;126
98;337
98;1597
98;906
98;558
98;1074
98;375
98;164
98;1387
98;2336
904;103
249;103
103;904
103;249
246;104
279;104
7335;104
1074;104
7386;104
766;104
281;104
906;104
1590;104
1597;104
2293;104
104;281
104;766
104;2437
104;2293
104;3445
104;3443
104;2432
104;7321
104;1397
104;1396
104;246
104;966
104;1597
104;145
104;7560
104;288
526;110
245;111
1597;111
111;245
192;114
126;114
337;114
7335;114
1202;114
233;114
906;114
7386;114
1906;114
1590;114
2336;114
246;114
1597;114
375;114
114;337
114;352
114;1903
114;7335
114;906
114;3398
114;1906
114;7312
114;3429
114;3426
114;3423
114;362
114;1597
114;2336
114;766
114;7370
114;7310
114;3369
114;469
526;118
